"alert_id","event_id","event_type","date","store_id","sku_id","event_risk","kpi_signal","forecast_signal","composite_risk_score","severity","recommended_action","event_ts","emitted_ts","event_to_alert_lag_seconds"
"AL000000001067","EV000000001067","stockout_risk","2025-01-01","ST020","SKU00343","0.91","0.0467","0.0972","0.6385","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:47:00","2025-01-01T18:48:36","96"
"AL000000001068","EV000000001068","overstock_risk","2025-01-01","ST020","SKU00109","0.64","0.0467","0.0175","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:23:28","88"
"AL000000001069","EV000000001069","overstock_risk","2025-01-01","ST020","SKU00068","0.64","0.0467","0.0416","0.3423","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:47:00","2025-01-01T19:47:24","24"
"AL000000001070","EV000000001070","overstock_risk","2025-01-01","ST020","SKU00107","0.64","0.0467","0.0252","0.3391","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:19:49","49"
"AL000000001071","EV000000001071","overstock_risk","2025-01-01","ST020","SKU00404","0.64","0.0467","0.0393","0.3419","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:47:00","2025-01-01T19:48:42","102"
"AL000000001072","EV000000001072","overstock_risk","2025-01-01","ST020","SKU00124","0.64","0.0467","0.0187","0.3378","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:23:00","2025-01-01T19:23:20","20"
"AL000000001073","EV000000001073","overstock_risk","2025-01-01","ST020","SKU00452","0.64","0.0467","0.0498","0.344","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:42:00","2025-01-01T19:43:18","78"
"AL000000001074","EV000000001074","overstock_risk","2025-01-01","ST020","SKU00373","0.64","0.0467","0.0425","0.3425","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:23:00","2025-01-01T19:24:25","85"
"AL000000001075","EV000000001075","overstock_risk","2025-01-01","ST020","SKU00357","0.64","0.0467","0.0296","0.3399","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:03:00","2025-01-01T19:03:31","31"
"AL000000001076","EV000000001076","overstock_risk","2025-01-01","ST020","SKU00287","0.64","0.0467","0.0208","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:19:15","15"
"AL000000001077","EV000000001077","overstock_risk","2025-01-01","ST020","SKU00183","0.64","0.0467","0.0217","0.3384","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:46:00","2025-01-01T19:46:53","53"
"AL000000001078","EV000000001078","overstock_risk","2025-01-01","ST020","SKU00106","0.64","0.0467","0.038","0.3416","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:20:38","98"
"AL000000001079","EV000000001079","overstock_risk","2025-01-01","ST020","SKU00196","0.64","0.0467","0.0306","0.3401","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:12:00","2025-01-01T19:12:42","42"
"AL000000001080","EV000000001080","overstock_risk","2025-01-01","ST020","SKU00253","0.64","0.0467","0.0127","0.3366","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:27:16","76"
"AL000000001081","EV000000001081","overstock_risk","2025-01-01","ST020","SKU00156","0.64","0.0467","0.0246","0.3389","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:47:00","2025-01-01T19:48:51","111"
"AL000000001082","EV000000001082","overstock_risk","2025-01-01","ST020","SKU00296","0.64","0.0467","0.0185","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:18:00","2025-01-01T19:18:34","34"
"AL000000001083","EV000000001083","overstock_risk","2025-01-01","ST020","SKU00472","0.64","0.0467","0.0296","0.3399","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:30:07","67"
"AL000000001084","EV000000001084","overstock_risk","2025-01-01","ST020","SKU00474","0.64","0.0467","0.0285","0.3397","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:18:00","2025-01-01T19:18:39","39"
"AL000000001085","EV000000001085","overstock_risk","2025-01-01","ST020","SKU00090","0.64","0.0467","0.0368","0.3414","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:19:49","49"
"AL000000001086","EV000000001086","overstock_risk","2025-01-01","ST020","SKU00083","0.64","0.0467","0.0203","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:01:00","2025-01-01T19:02:14","74"
"AL000000001087","EV000000001087","overstock_risk","2025-01-01","ST020","SKU00006","0.64","0.0467","0.0284","0.3397","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:18:00","2025-01-01T19:18:18","18"
"AL000000001088","EV000000001088","overstock_risk","2025-01-01","ST020","SKU00387","0.64","0.0467","0.0388","0.3418","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:17:00","2025-01-01T19:18:08","68"
"AL000000001089","EV000000001089","overstock_risk","2025-01-01","ST020","SKU00529","0.64","0.0467","0.0756","0.3491","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:49:00","2025-01-01T19:49:23","23"
"AL000000001090","EV000000001090","overstock_risk","2025-01-01","ST020","SKU00402","0.64","0.0467","0.0326","0.3405","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:21:27","27"
"AL000000001091","EV000000001091","overstock_risk","2025-01-01","ST020","SKU00236","0.64","0.0467","0.0384","0.3417","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:30:00","2025-01-01T19:31:57","117"
"AL000000001092","EV000000001092","overstock_risk","2025-01-01","ST020","SKU00100","0.64","0.0467","0.0312","0.3403","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:45:03","63"
"AL000000001093","EV000000001093","overstock_risk","2025-01-01","ST020","SKU00195","0.64","0.0467","0.0126","0.3365","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:04:00","2025-01-01T19:05:28","88"
"AL000000001094","EV000000001094","overstock_risk","2025-01-01","ST020","SKU00425","0.64","0.0467","0.0237","0.3388","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:01:00","2025-01-01T19:01:54","54"
"AL000000001095","EV000000001095","overstock_risk","2025-01-01","ST020","SKU00136","0.64","0.0467","0.0199","0.338","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:37:08","8"
"AL000000001096","EV000000001096","overstock_risk","2025-01-01","ST020","SKU00280","0.64","0.0467","0.0374","0.3415","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:16:16","76"
"AL000000001097","EV000000001097","overstock_risk","2025-01-01","ST020","SKU00320","0.64","0.0467","0.0469","0.3434","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:40:53","113"
"AL000000001098","EV000000001098","overstock_risk","2025-01-01","ST020","SKU00002","0.64","0.0467","0.0382","0.3416","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:43:00","2025-01-01T19:44:28","88"
"AL000000001099","EV000000001099","overstock_risk","2025-01-01","ST020","SKU00444","0.64","0.0467","0.0272","0.3395","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:07:00","2025-01-01T19:07:05","5"
"AL000000001100","EV000000001100","overstock_risk","2025-01-01","ST020","SKU00304","0.64","0.0467","0.0415","0.3423","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:19:00","2025-01-01T19:20:30","90"
"AL000000001101","EV000000001101","overstock_risk","2025-01-01","ST020","SKU00310","0.64","0.0467","0.0166","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:17:00","2025-01-01T19:18:48","108"
"AL000000001102","EV000000001102","overstock_risk","2025-01-01","ST020","SKU00225","0.64","0.0467","0.0184","0.3377","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:08","68"
"AL000000001103","EV000000001103","overstock_risk","2025-01-01","ST020","SKU00051","0.64","0.0467","0.0191","0.3378","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:20","80"
"AL000000001104","EV000000001104","overstock_risk","2025-01-01","ST020","SKU00133","0.64","0.0467","0.0434","0.3427","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:50:00","2025-01-01T19:51:15","75"
"AL000000001105","EV000000001105","overstock_risk","2025-01-01","ST020","SKU00576","0.64","0.0467","0.0368","0.3414","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:45:00","2025-01-01T19:45:31","31"
"AL000000001106","EV000000001106","overstock_risk","2025-01-01","ST020","SKU00351","0.64","0.0467","0.0487","0.3438","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:29:00","2025-01-01T19:30:38","98"
"AL000000001107","EV000000001107","overstock_risk","2025-01-01","ST020","SKU00213","0.64","0.0467","0.0175","0.3375","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:11:47","47"
"AL000000001108","EV000000001108","overstock_risk","2025-01-01","ST020","SKU00545","0.64","0.0467","0.0276","0.3395","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:09:00","2025-01-01T19:10:32","92"
"AL000000001109","EV000000001109","overstock_risk","2025-01-01","ST020","SKU00139","0.64","0.0467","0.0171","0.3374","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:26:28","28"
"AL000000001110","EV000000001110","overstock_risk","2025-01-01","ST021","SKU00114","0.64","0.0477","0.0257","0.3395","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:45:39","99"
"AL000000001111","EV000000001111","overstock_risk","2025-01-01","ST021","SKU00021","0.64","0.0477","0.0276","0.3398","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:11:17","17"
"AL000000001112","EV000000001112","overstock_risk","2025-01-01","ST021","SKU00568","0.64","0.0477","0.0149","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:12:00","2025-01-01T19:13:58","118"
"AL000000001113","EV000000001113","overstock_risk","2025-01-01","ST021","SKU00278","0.64","0.0477","0.0232","0.339","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:27:00","2025-01-01T19:28:07","67"
"AL000000001114","EV000000001114","overstock_risk","2025-01-01","ST021","SKU00002","0.64","0.0477","0.0341","0.3411","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:13:00","2025-01-01T19:13:11","11"
"AL000000001115","EV000000001115","overstock_risk","2025-01-01","ST021","SKU00246","0.64","0.0477","0.0288","0.3401","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:20:00","2025-01-01T19:20:34","34"
"AL000000001116","EV000000001116","overstock_risk","2025-01-01","ST021","SKU00028","0.64","0.0477","0.0188","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:02:00","2025-01-01T19:02:40","40"
"AL000000001117","EV000000001117","reorder_trigger","2025-01-01","ST021","SKU00582","0.78","0.0477","0.054","0.2651","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:00:00","2025-01-01T14:02:03","123"
"AL000000001118","EV000000001118","overstock_risk","2025-01-01","ST021","SKU00185","0.64","0.0477","0.0211","0.3385","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:15:00","2025-01-01T19:16:17","77"
"AL000000001119","EV000000001119","overstock_risk","2025-01-01","ST021","SKU00489","0.64","0.0477","0.0284","0.34","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:45:00","2025-01-01T19:45:09","9"
"AL000000001120","EV000000001120","overstock_risk","2025-01-01","ST021","SKU00401","0.64","0.0477","0.0199","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:17:00","2025-01-01T19:18:32","92"
"AL000000001121","EV000000001121","overstock_risk","2025-01-01","ST021","SKU00422","0.64","0.0477","0.0195","0.3382","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:21:00","2025-01-01T19:22:46","106"
"AL000000001122","EV000000001122","overstock_risk","2025-01-01","ST021","SKU00542","0.64","0.0477","0.0148","0.3373","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:11:00","2025-01-01T19:12:39","99"
"AL000000001123","EV000000001123","overstock_risk","2025-01-01","ST021","SKU00428","0.64","0.0477","0.0308","0.3405","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:32:00","2025-01-01T19:33:19","79"
"AL000000001124","EV000000001124","overstock_risk","2025-01-01","ST021","SKU00235","0.64","0.0477","0.0217","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:39:08","8"
"AL000000001125","EV000000001125","overstock_risk","2025-01-01","ST021","SKU00212","0.64","0.0477","0.0282","0.34","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:22:56","56"
"AL000000001126","EV000000001126","overstock_risk","2025-01-01","ST021","SKU00224","0.64","0.0477","0.0221","0.3387","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:34:00","2025-01-01T19:35:03","63"
"AL000000001127","EV000000001127","overstock_risk","2025-01-01","ST021","SKU00598","0.64","0.0477","0.0443","0.3432","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:45:00","2025-01-01T19:46:26","86"
"AL000000001128","EV000000001128","overstock_risk","2025-01-01","ST021","SKU00046","0.64","0.0477","0.0297","0.3403","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:01:00","2025-01-01T19:02:17","77"
"AL000000001129","EV000000001129","overstock_risk","2025-01-01","ST021","SKU00506","0.64","0.0477","0.0243","0.3392","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:50:00","2025-01-01T19:51:35","95"
"AL000000001130","EV000000001130","overstock_risk","2025-01-01","ST021","SKU00009","0.64","0.0477","0.0199","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:24:18","18"
"AL000000001131","EV000000001131","overstock_risk","2025-01-01","ST021","SKU00349","0.64","0.0477","0.0499","0.3443","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:40:44","104"
"AL000000001132","EV000000001132","overstock_risk","2025-01-01","ST021","SKU00363","0.64","0.0477","0.0382","0.342","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:44:00","2025-01-01T19:45:39","99"
"AL000000001133","EV000000001133","overstock_risk","2025-01-01","ST021","SKU00038","0.64","0.0477","0.0402","0.3424","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:24:00","2025-01-01T19:25:22","82"
